id	pregunta	tipo	id_tema	created_at	updated_at	id_imagen	id	opcion	id_pregunta	esrespuesta	created_at	updated_at
121903	\nD021.\nEn un videojuego el número de pruebas que hay que superar en cada nivel es el doble de las del nivel anterior. Si en el nivel 1 hay dos pruebas cuantas habrá en el nivel {n} ?	6	34	NULL	NULL	NULL	219912	2 * {n}	121903	0	NULL	NULL
121903	\nD021.\nEn un videojuego el número de pruebas que hay que superar en cada nivel es el doble de las del nivel anterior. Si en el nivel 1 hay dos pruebas cuantas habrá en el nivel {n} ?	6	34	NULL	NULL	NULL	219913	18 * {n}	121903	0	NULL	NULL
121904	\nD025.\nLa jerarquía de operaciones es una convención matemática que establece el orden en que deben realizarse operaciones de cálculo combinados en un mismo enumerado matemático.\n	3	35	NULL	NULL	NULL	219914	verdadero	121904	1	NULL	NULL
121905	D025.\nResuelve:	2	35	NULL	NULL	NULL	219915	-17	121905	1	NULL	NULL
121906	D025.\nEl resultado de la operación presentada en la imagen es -8	3	35	NULL	NULL	NULL	219916	falso	121906	1	NULL	NULL
121907	D027.\n¿Cuál es el resultado de realizar la siguiente operación?\n	2	33	NULL	NULL	NULL	219917	-10	121907	1	NULL	NULL
121908	D027.\nEl resultado de la operación mostrada en la imagen es -6?	3	33	NULL	NULL	NULL	219918	falso	121908	1	NULL	NULL
121909	D027.\n¿Cuál es el resultado de 5(-1)+8(-3)+20 ?	4	33	NULL	NULL	NULL	219919	9	121909	0	NULL	NULL
121909	D027.\n¿Cuál es el resultado de 5(-1)+8(-3)+20 ?	4	33	NULL	NULL	NULL	219920	49	121909	0	NULL	NULL
121909	D027.\n¿Cuál es el resultado de 5(-1)+8(-3)+20 ?	4	33	NULL	NULL	NULL	219921	-9	121909	1	NULL	NULL
121909	D027.\n¿Cuál es el resultado de 5(-1)+8(-3)+20 ?	4	33	NULL	NULL	NULL	219922	39	121909	0	NULL	NULL
121910	D029.\nLuis y Pablo comen en la misma taquería, pero Luis asiste cada 20 días y Pablo cada 38. ¿Dentro de cuantos días volverán a encontrarse? \n	2	28	NULL	NULL	NULL	219923	380	121910	1	NULL	NULL
121911	D029.\n¿Cuál es el mínimo común múltiplo de 12,18 y 42?	4	28	NULL	NULL	NULL	219924	252	121911	1	NULL	NULL
121911	D029.\n¿Cuál es el mínimo común múltiplo de 12,18 y 42?	4	28	NULL	NULL	NULL	219925	325	121911	0	NULL	NULL
121911	D029.\n¿Cuál es el mínimo común múltiplo de 12,18 y 42?	4	28	NULL	NULL	NULL	219926	225	121911	0	NULL	NULL
121911	D029.\n¿Cuál es el mínimo común múltiplo de 12,18 y 42?	4	28	NULL	NULL	NULL	219927	255	121911	0	NULL	NULL
121912	D031.\nDetermina el resultado de la operación presentada en la imagen. 	2	99	NULL	NULL	NULL	219928	-21/16	121912	1	NULL	NULL
121913	D031.\n¿Cuál es el resultado de la operación presentada en la imagen?	4	99	NULL	NULL	NULL	219929	-7/23	121913	0	NULL	NULL
121913	D031.\n¿Cuál es el resultado de la operación presentada en la imagen?	4	99	NULL	NULL	NULL	219930	12/60	121913	0	NULL	NULL
121913	D031.\n¿Cuál es el resultado de la operación presentada en la imagen?	4	99	NULL	NULL	NULL	219931	-1/5	121913	1	NULL	NULL
121913	D031.\n¿Cuál es el resultado de la operación presentada en la imagen?	4	99	NULL	NULL	NULL	219932	-60/12	121913	0	NULL	NULL
121914	D033.\nDetermina el resultado de la operación presentada en la imagen. 	2	25	NULL	NULL	NULL	219933	-17/28	121914	1	NULL	NULL
121915	D033.\nLuis fue al mandado y compró lo siguiente: 3/4 kg de zanahoria, 1/2 kg de manzana, 1/4 kg de uvas y 1/5 kg de chile.\n¿Cuántos kg de verdura y frutas compró en total?	4	25	NULL	NULL	NULL	219938	10/17	121915	0	NULL	NULL
121915	D033.\nLuis fue al mandado y compró lo siguiente: 3/4 kg de zanahoria, 1/2 kg de manzana, 1/4 kg de uvas y 1/5 kg de chile.\n¿Cuántos kg de verdura y frutas compró en total?	4	25	NULL	NULL	NULL	219939	34/10	121915	0	NULL	NULL
121915	D033.\nLuis fue al mandado y compró lo siguiente: 3/4 kg de zanahoria, 1/2 kg de manzana, 1/4 kg de uvas y 1/5 kg de chile.\n¿Cuántos kg de verdura y frutas compró en total?	4	25	NULL	NULL	NULL	219940	17/10	121915	1	NULL	NULL
121915	D033.\nLuis fue al mandado y compró lo siguiente: 3/4 kg de zanahoria, 1/2 kg de manzana, 1/4 kg de uvas y 1/5 kg de chile.\n¿Cuántos kg de verdura y frutas compró en total?	4	25	NULL	NULL	NULL	219941	10/34	121915	0	NULL	NULL
121916	D008\nUna división algebraica se compone por el dividendo y divisor.\n¿Qué nombre recibe el resultado de efectuar esa división?	1	91	NULL	NULL	NULL	219942	cociente	121916	1	NULL	NULL
121917	D008.\nPara poder realizar una división algebraica se debe tener:\nmayor o igual grado en el dividendo que en el divisor.	3	91	NULL	NULL	NULL	219943	verdadero	121917	1	NULL	NULL
121918	D008.\nEn	4	91	NULL	NULL	NULL	219949	-2	121918	0	NULL	NULL
121918	D008.\nEn	4	91	NULL	NULL	NULL	219950	-1	121918	1	NULL	NULL
121918	D008.\nEn	4	91	NULL	NULL	NULL	219951	0	121918	0	NULL	NULL
121918	D008.\nEn	4	91	NULL	NULL	NULL	219952	1	121918	0	NULL	NULL
121918	D008.\nEn	4	91	NULL	NULL	NULL	219953	2	121918	0	NULL	NULL
121919	D010.\nEs el conjunto de valores que toma la variable independiente.	1	42	NULL	NULL	NULL	219979	dominio	121919	1	NULL	NULL
121920	D010.\nEs el conjunto de todos los valores de una pareja ordenada correspondiente a una función.	1	42	NULL	NULL	NULL	219980	rango	121920	1	NULL	NULL
121922	D010.\nResuelve	3	42	NULL	NULL	NULL	219982	verdadero	121922	1	NULL	NULL
121923	D010.\nResuelve	3	42	NULL	NULL	NULL	219983	verdadero	121923	1	NULL	NULL
121924	D005.\nLa respuesta a la operación √32 es 4√2	3	96	NULL	NULL	NULL	219996	verdadero	121924	1	NULL	NULL
121927	D005.\nResuelve:	3	96	NULL	NULL	NULL	219999	verdadero	121927	1	NULL	NULL
121929	D010.\nResuelve	3	42	NULL	NULL	NULL	220001	falso	121929	1	NULL	NULL
121930	D010.\nResuelve.	4	42	NULL	NULL	NULL	220002	[1,∞)	121930	1	NULL	NULL
121930	D010.\nResuelve.	4	42	NULL	NULL	NULL	220003	[1,∞]	121930	0	NULL	NULL
121930	D010.\nResuelve.	4	42	NULL	NULL	NULL	220004	{1,∞}	121930	0	NULL	NULL
121930	D010.\nResuelve.	4	42	NULL	NULL	NULL	220005	[1,-∞)	121930	0	NULL	NULL
121931	D010.\nPara el dominio de f(x)=1/x+7 la solución es R-{7} ó (-∞,-7)∪(-7,∞)	3	42	NULL	NULL	NULL	220006	verdadero	121931	1	NULL	NULL
121932	D014.\nLos elementos que componen una división son dividendo, divisor, _______ y residuo	1	91	NULL	NULL	NULL	220007	cociente	121932	1	NULL	NULL
121933	D014. \nAl dividir el término 3ab⁴ entre -2ab, el grado de la literal en b en el resultado es:	2	91	NULL	NULL	NULL	220008	3	121933	1	NULL	NULL
121934	D014.\nEl resultado de la operación presentada en la imagen es correcto. 	3	91	NULL	NULL	NULL	220009	falso	121934	1	NULL	NULL
121935	D010.\nPara el dominio de la función que se muestra en la imagen es:	4	42	NULL	NULL	NULL	220010	[1,∞)∪(-∞,-3]	121935	0	NULL	NULL
121935	D010.\nPara el dominio de la función que se muestra en la imagen es:	4	42	NULL	NULL	NULL	220011	[-∞,-3]∩[1,∞)	121935	0	NULL	NULL
121935	D010.\nPara el dominio de la función que se muestra en la imagen es:	4	42	NULL	NULL	NULL	220012	(∞,-3]∪[1,-∞)	121935	0	NULL	NULL
121935	D010.\nPara el dominio de la función que se muestra en la imagen es:	4	42	NULL	NULL	NULL	220013	(-∞,-3]∪[1,∞)	121935	1	NULL	NULL
121936	D010.\nPara el dominio de la función de f(x)=1/x²+2x-3 la solución es   IR-{-3,1}	3	42	NULL	NULL	NULL	220014	verdadero	121936	1	NULL	NULL
121937	D014.\nEl resultado de la operación mostrada en la imagen es:	4	91	NULL	NULL	NULL	220015	5  a³b²c⁵	121937	1	NULL	NULL
121937	D014.\nEl resultado de la operación mostrada en la imagen es:	4	91	NULL	NULL	NULL	220016	4/5 a³b²c⁵\t	121937	0	NULL	NULL
121937	D014.\nEl resultado de la operación mostrada en la imagen es:	4	91	NULL	NULL	NULL	220017	5/4 a¹¹b⁶c⁷\t	121937	0	NULL	NULL
121937	D014.\nEl resultado de la operación mostrada en la imagen es:	4	91	NULL	NULL	NULL	220018	5/4 a³b²c⁵	121937	0	NULL	NULL
121938	D012.\nEs el dominio de la función exponencial.\nNota: Introducir la respuesta en minúscula.	1	48	NULL	NULL	NULL	220019	r	121938	1	NULL	NULL
121939	D012.\nEl valor de la función exponencial es:\nNota: Introducir la respuesta con letras y en minúscula.	1	48	NULL	NULL	NULL	220020	uno	121939	1	NULL	NULL
121940	D012.\nCorresponde al valor de la función exponencial evaluada en 1.\nNota: Introducir la respuesta con cuatro decimales después del punto.	2	48	NULL	NULL	NULL	220021	2.7182	121940	1	NULL	NULL
121941	D012.\nResuelve.\nNota: Introducir la respuesta con número.	2	48	NULL	NULL	NULL	220022	1	121941	1	NULL	NULL
121942	D012.\nLa función exponencial es decreciente.	3	48	NULL	NULL	NULL	220023	falso	121942	1	NULL	NULL
121943	D012.\nPara la función exponencial el rango es (0,∞)	3	48	NULL	NULL	NULL	220024	verdadero	121943	1	NULL	NULL
121944	D012.\nResuelve.\n	4	48	NULL	NULL	NULL	220372	x=0	121944	1	NULL	NULL
121944	D012.\nResuelve.\n	4	48	NULL	NULL	NULL	220373	x=1	121944	0	NULL	NULL
121944	D012.\nResuelve.\n	4	48	NULL	NULL	NULL	220374	x=-1	121944	0	NULL	NULL
121944	D012.\nResuelve.\n	4	48	NULL	NULL	NULL	220375	x=-1/2	121944	0	NULL	NULL
121945	D012.\nResuelve	4	48	NULL	NULL	NULL	220376	x=3	121945	0	NULL	NULL
121945	D012.\nResuelve	4	48	NULL	NULL	NULL	220377	x=4	121945	1	NULL	NULL
121945	D012.\nResuelve	4	48	NULL	NULL	NULL	220378	x=3 & x=-4	121945	0	NULL	NULL
121945	D012.\nResuelve	4	48	NULL	NULL	NULL	220379	x=-3 & x= 4	121945	0	NULL	NULL
121946	D014.\nLa regla para dividir un polinomio de un monomio consiste en dividir cada término del polinomio entre monomio. 	3	164	NULL	NULL	NULL	220037	verdadero	121946	1	NULL	NULL
121947	D014.\n¿Cuál es el resultado de la operación presentada en la imagen?\nIndica el exponente de menor grado en la literal b del resultado. 	2	164	NULL	NULL	NULL	220038	-3	121947	1	NULL	NULL
121948	D014.\nEl resultado de la operación presentada en la imagen es correcto. 	3	164	NULL	NULL	NULL	220039	falso	121948	1	NULL	NULL
121949	D014.\nLa operación presentada en la imagen siguiente es correcta.	3	164	NULL	NULL	NULL	220040	falso	121949	1	NULL	NULL
121950	D014. \nPara poder realizar una división de un polinomio entre otro polinomio, se debe ordenar el dividendo y el divisor con relación a la misma\nvariable	3	165	NULL	NULL	NULL	220041	verdadero	121950	1	NULL	NULL
121951	D014.\nEl resultado de la operación presentada en la imagen. el coeficiente del primer cociente es..	2	165	NULL	NULL	NULL	220042	1	121951	1	NULL	NULL
121952	D014.\nLa operación presentada en la siguiente imagen es correcta. 	3	165	NULL	NULL	NULL	220043	verdadero	121952	1	NULL	NULL
121953	D014.\nEl resultado de dividir 11a³-3a⁵-46a²+32 entre 8-3a²-6a es	4	165	NULL	NULL	NULL	220044	11/8 a³- 2a² + 3a + 4	121953	0	NULL	NULL
121953	D014.\nEl resultado de dividir 11a³-3a⁵-46a²+32 entre 8-3a²-6a es	4	165	NULL	NULL	NULL	220045	3/8 a³-2a² + 3a + 4	121953	0	NULL	NULL
121953	D014.\nEl resultado de dividir 11a³-3a⁵-46a²+32 entre 8-3a²-6a es	4	165	NULL	NULL	NULL	220046	a³ - 2a² + 3a + 4	121953	1	NULL	NULL
121954	D014.\nLa expresión (a + b)² se desarrolla como el cuadrado a mas el ______ de a por b mas el cuadrado de b	1	167	NULL	NULL	NULL	220047	doble	121954	1	NULL	NULL
121955	D014.\nEn la expresión (3x + 5/2 y)² , el coeficiente del término xy es	2	167	NULL	NULL	NULL	220048	15	121955	1	NULL	NULL
121956	D014.\nEn la expresión (2a - 3b)³, el desarrollo del binomio al cubo es (8a³ - 6a²b + 6ab² - 27b³)	3	167	NULL	NULL	NULL	220049	falso	121956	1	NULL	NULL
121957	D014.\nEl producto notable (2x² − 3b²)\nSe puede expresar como :	4	167	NULL	NULL	NULL	220050	(√2 x + √3 b) (√2x - √3 b)	121957	1	NULL	NULL
121957	D014.\nEl producto notable (2x² − 3b²)\nSe puede expresar como :	4	167	NULL	NULL	NULL	220051	(2 x + 3 b)(2 x - 3 b)	121957	0	NULL	NULL
121957	D014.\nEl producto notable (2x² − 3b²)\nSe puede expresar como :	4	167	NULL	NULL	NULL	220052	(2 x - 3 b)(2 x - 3 b)	121957	0	NULL	NULL
121958	D016.\nEs una relación de orden entre dos expresiones algebraicas.\nNota: se espera solo una palabra.	1	192	NULL	NULL	NULL	220053	desigualdades	121958	1	NULL	NULL
121960	D016.\nEs la solución de 2x+1>0	2	192	NULL	NULL	NULL	220055	x>-1/2	121960	1	NULL	NULL
121962	D016.\nLa solución de 2x+1≥0  es x=1/2	3	192	NULL	NULL	NULL	220057	falso	121962	1	NULL	NULL
121963	D016. La solución de 5x-1≤0  es  (-∞, 1/5]	3	192	NULL	NULL	NULL	220058	verdadero	121963	1	NULL	NULL
121965	D018.\nDetermina el resultado de la siguiente operación 2/3+3/4-1/2	2	27	NULL	NULL	NULL	220060	11/12	121965	1	NULL	NULL
121966	D018.\nEl mínimo común denominador de las fracciones  1/3,  1/5, 1/6 es el número 30?	3	27	NULL	NULL	NULL	220061	verdadero	121966	1	NULL	NULL
121967	D018. \nEl mínimo común denominador de los denominadores  6, 9 y 15 es	4	27	NULL	NULL	NULL	220368	45	121967	0	NULL	NULL
121967	D018. \nEl mínimo común denominador de los denominadores  6, 9 y 15 es	4	27	NULL	NULL	NULL	220369	30	121967	0	NULL	NULL
121967	D018. \nEl mínimo común denominador de los denominadores  6, 9 y 15 es	4	27	NULL	NULL	NULL	220370	90	121967	1	NULL	NULL
121967	D018. \nEl mínimo común denominador de los denominadores  6, 9 y 15 es	4	27	NULL	NULL	NULL	220371	100	121967	0	NULL	NULL
121969	D020.\nLa fracción irreductible equivalente a 735/1050 es:	2	7	NULL	NULL	NULL	220067	7/10	121969	1	NULL	NULL
121970	D020.\n¿Cuándo se reparte un pastel entre los invitados  de una fiesta, la cantidad de pastel que le toca a cada uno de los invitados es un número entero?	3	7	NULL	NULL	NULL	220068	falso	121970	1	NULL	NULL
121971	D022.\nNombre que recibe el resultado de una división.\nNota: responda con una sola palabra.	1	95	NULL	NULL	NULL	220069	cociente	121971	1	NULL	NULL
121972	D022.\nResuelve la siguiente operación: 3/4 ÷ 3/2	4	95	NULL	NULL	NULL	220070	6/12	121972	1	NULL	NULL
121972	D022.\nResuelve la siguiente operación: 3/4 ÷ 3/2	4	95	NULL	NULL	NULL	220071	3/6	121972	1	NULL	NULL
121972	D022.\nResuelve la siguiente operación: 3/4 ÷ 3/2	4	95	NULL	NULL	NULL	220072	1/2	121972	1	NULL	NULL
121972	D022.\nResuelve la siguiente operación: 3/4 ÷ 3/2	4	95	NULL	NULL	NULL	220073	2/5	121972	0	NULL	NULL
121972	D022.\nResuelve la siguiente operación: 3/4 ÷ 3/2	4	95	NULL	NULL	NULL	220074	3/2	121972	0	NULL	NULL
121972	D022.\nResuelve la siguiente operación: 3/4 ÷ 3/2	4	95	NULL	NULL	NULL	220075	6/3	121972	0	NULL	NULL
121973	D022.\n¿El resultado de la división 5/2 ÷ 3/4 es 15/8?	3	95	NULL	NULL	NULL	220076	falso	121973	1	NULL	NULL
121974	D022.\nEl resultado de dividir 8/7 ÷  7/2 es: 	4	95	NULL	NULL	NULL	220077	56/14	121974	0	NULL	NULL
121974	D022.\nEl resultado de dividir 8/7 ÷  7/2 es: 	4	95	NULL	NULL	NULL	220078	49/16	121974	0	NULL	NULL
121974	D022.\nEl resultado de dividir 8/7 ÷  7/2 es: 	4	95	NULL	NULL	NULL	220079	16/49	121974	1	NULL	NULL
121974	D022.\nEl resultado de dividir 8/7 ÷  7/2 es: 	4	95	NULL	NULL	NULL	220080	14/56	121974	0	NULL	NULL
121975	D024.\nTodo valor dentro de una raíz se puede expresar como un valor elevado a una potencia. Dicha potencia es una 	1	161	NULL	NULL	NULL	220081	fraccion	121975	1	NULL	NULL
121976	D024.\nDeterminar el valor de la siguiente operación que se muestra en la imagen y representa la respuesta en fracción.	2	161	NULL	NULL	NULL	220082	625/81	121976	1	NULL	NULL
121977	D024.\n¿El resultado de la operación que se muestra en la imagen es 2/4?	3	161	NULL	NULL	NULL	220083	falso	121977	1	NULL	NULL
121978	D024.\n¿Cuál es el resultado de realizar la siguiente operación que se muestra en la imagen?	4	161	NULL	NULL	NULL	220084	27/64	121978	1	NULL	NULL
121978	D024.\n¿Cuál es el resultado de realizar la siguiente operación que se muestra en la imagen?	4	161	NULL	NULL	NULL	220085	9/12	121978	0	NULL	NULL
121978	D024.\n¿Cuál es el resultado de realizar la siguiente operación que se muestra en la imagen?	4	161	NULL	NULL	NULL	220086	64/27	121978	0	NULL	NULL
121978	D024.\n¿Cuál es el resultado de realizar la siguiente operación que se muestra en la imagen?	4	161	NULL	NULL	NULL	220087	12/9	121978	0	NULL	NULL
122145	D026.\nDada la siguiente operación que se presenta en la imagen,  expresa el resultado en fracción.\n	2	31	NULL	NULL	NULL	220254	1/64	122145	1	NULL	NULL
122146	D026.\nResuelve.	3	31	NULL	NULL	NULL	220255	falso	122146	1	NULL	NULL
122147	D028.\nCalcular el M.C.D.  de 20,48 y 72	2	29	NULL	NULL	NULL	220256	4	122147	1	NULL	NULL
122148	D028.\nLuis quiere enlosar un piso de 360 cm con baldosas cuadradas lo mas grande posibles ¿Cuánto debe medir el lado de las baldosas?	4	29	NULL	NULL	NULL	220257	15 cm	122148	0	NULL	NULL
122148	D028.\nLuis quiere enlosar un piso de 360 cm con baldosas cuadradas lo mas grande posibles ¿Cuánto debe medir el lado de las baldosas?	4	29	NULL	NULL	NULL	220258	10 cm	122148	0	NULL	NULL
122148	D028.\nLuis quiere enlosar un piso de 360 cm con baldosas cuadradas lo mas grande posibles ¿Cuánto debe medir el lado de las baldosas?	4	29	NULL	NULL	NULL	220259	20 cm	122148	0	NULL	NULL
122148	D028.\nLuis quiere enlosar un piso de 360 cm con baldosas cuadradas lo mas grande posibles ¿Cuánto debe medir el lado de las baldosas?	4	29	NULL	NULL	NULL	220260	40 cm	122148	1	NULL	NULL
122149	D030.\nResuelve la siguiente operación\n(-3)(-4)(-6)(-10)(-1)	2	11	NULL	NULL	NULL	220261	-720	122149	1	NULL	NULL
122150	D030.\nEl resultado de la operación (-2)(3)(+8)(-5) ¿es igual a 240?	3	11	NULL	NULL	NULL	220262	verdadero	122150	1	NULL	NULL
122151	D030.\nEl resultado de realizar la siguiente operación es: \n(2)(-3)(-1)(4)	4	11	NULL	NULL	NULL	220263	-24	122151	0	NULL	NULL
122151	D030.\nEl resultado de realizar la siguiente operación es: \n(2)(-3)(-1)(4)	4	11	NULL	NULL	NULL	220264	25	122151	0	NULL	NULL
122151	D030.\nEl resultado de realizar la siguiente operación es: \n(2)(-3)(-1)(4)	4	11	NULL	NULL	NULL	220265	-25	122151	0	NULL	NULL
122151	D030.\nEl resultado de realizar la siguiente operación es: \n(2)(-3)(-1)(4)	4	11	NULL	NULL	NULL	220266	24	122151	1	NULL	NULL
122153	D014.\nEs una igualdad en la que hay una o varias cantidades desconocidas llamadas incógnitas	1	78	NULL	NULL	NULL	220268	ecuacion	122153	1	NULL	NULL
122154	D014.\nEs el mayor exponente que tiene la incógnita en la ecuación	1	78	NULL	NULL	NULL	220269	grado	122154	1	NULL	NULL
122155	D014.\nResuelva la siguiente ecuación\n3x+3=10	2	78	NULL	NULL	NULL	220270	7/3	122155	1	NULL	NULL
122156	D014.\nResuelva la siguiente ecuación\n3x-5=2x-2	2	78	NULL	NULL	NULL	220271	3	122156	1	NULL	NULL
122157	D014.\nLas raíces o soluciones de una ecuación son los valores de las incógnitas  que satisfacen la ecuación. 	3	78	NULL	NULL	NULL	220272	verdadero	122157	1	NULL	NULL
122158	D014.\nPara la ecuación 4x-5=-x+5, con x= 1 se satisface la ecuación	3	78	NULL	NULL	NULL	220273	falso	122158	1	NULL	NULL
122159	D014.\nResolver la ecuación:\n5x=8x-15\nEl valor de x que la satisface es:	4	78	NULL	NULL	NULL	220274	5	122159	1	NULL	NULL
122159	D014.\nResolver la ecuación:\n5x=8x-15\nEl valor de x que la satisface es:	4	78	NULL	NULL	NULL	220275	3	122159	0	NULL	NULL
122159	D014.\nResolver la ecuación:\n5x=8x-15\nEl valor de x que la satisface es:	4	78	NULL	NULL	NULL	220276	15/13	122159	0	NULL	NULL
122159	D014.\nResolver la ecuación:\n5x=8x-15\nEl valor de x que la satisface es:	4	78	NULL	NULL	NULL	220277	-15/13	122159	0	NULL	NULL
122160	D014.\nResolver la ecuación:\n8x-4+3x=7x+x+14\nEl valor de x que la satisface es:	4	78	NULL	NULL	NULL	220278	18/3	122160	1	NULL	NULL
122160	D014.\nResolver la ecuación:\n8x-4+3x=7x+x+14\nEl valor de x que la satisface es:	4	78	NULL	NULL	NULL	220279	1	122160	0	NULL	NULL
122160	D014.\nResolver la ecuación:\n8x-4+3x=7x+x+14\nEl valor de x que la satisface es:	4	78	NULL	NULL	NULL	220280	10/18	122160	0	NULL	NULL
122160	D014.\nResolver la ecuación:\n8x-4+3x=7x+x+14\nEl valor de x que la satisface es:	4	78	NULL	NULL	NULL	220281	10/3	122160	0	NULL	NULL
122162	D014.\nComo se le llama a la expresión algebraica que consta de un solo termino como la que se muestra en la imagen	1	86	NULL	NULL	NULL	220283	monomio	122162	1	NULL	NULL
122163	D014.\nComo se le llama a la expresión algebraica que\nconsta de más de un solo término\ncomo:\nA+c-y,  x³+2x²-x+3	1	86	NULL	NULL	NULL	220284	polinomio	122163	1	NULL	NULL
122164	D014.\nEs un polinomio que consta de dos\ntérminos como se muestra en la imagen\n	1	86	NULL	NULL	NULL	220285	binomio	122164	1	NULL	NULL
122165	D014.\nIndicar el grado del polinomio de la\nsiguiente expresión algebraica que se muestra en la imagen	2	86	NULL	NULL	NULL	220286	4	122165	1	NULL	NULL
122166	D014.\nIndicar el grado absoluto del polinomio\nde la siguiente expresión algebraica que se muestra en la imagen	2	86	NULL	NULL	NULL	220287	7	122166	1	NULL	NULL
122167	D014.\nPara sumar o restar dos términos algebraicos, es necesario que dichos términos tengan las mimas variables, elevados al mismo exponente, con el mismo signo	3	86	NULL	NULL	NULL	220288	falso	122167	1	NULL	NULL
122168	D014.\nLa suma de los términos:\n-3x²y-5xy+4yx²-xy = x²y-6yx	3	86	NULL	NULL	NULL	220289	verdadero	122168	1	NULL	NULL
122169	D014.\nSimplificar las siguientes expresiones\nalgebraicas:\n3a²b – 8 a²b – 7a²b + 3a²b²	4	86	NULL	NULL	NULL	220290	– 12a²b+ 3a²b²	122169	1	NULL	NULL
122169	D014.\nSimplificar las siguientes expresiones\nalgebraicas:\n3a²b – 8 a²b – 7a²b + 3a²b²	4	86	NULL	NULL	NULL	220291	– 7a²b + 3a²b²	122169	0	NULL	NULL
122169	D014.\nSimplificar las siguientes expresiones\nalgebraicas:\n3a²b – 8 a²b – 7a²b + 3a²b²	4	86	NULL	NULL	NULL	220292	8a²b²	122169	0	NULL	NULL
122170	D014.\nSimplificar las siguientes expresiones\nalgebraicas:\n5x³y-6yx+7xy-yx³-4x²y-xy+4yx³+2xy	4	86	NULL	NULL	NULL	220293	8x³y+2xy-4x²y	122170	1	NULL	NULL
122170	D014.\nSimplificar las siguientes expresiones\nalgebraicas:\n5x³y-6yx+7xy-yx³-4x²y-xy+4yx³+2xy	4	86	NULL	NULL	NULL	220294	9x³y-yx³+2xy-4x²y	122170	0	NULL	NULL
122170	D014.\nSimplificar las siguientes expresiones\nalgebraicas:\n5x³y-6yx+7xy-yx³-4x²y-xy+4yx³+2xy	4	86	NULL	NULL	NULL	220295	9x³y-yx³-6yx+8xy	122170	0	NULL	NULL
122171	D014.\nSimplificar las siguientes expresiones algebraicas:\n3ab-2ab²-4ab-a²b+3ab-5b²a+8a	4	86	NULL	NULL	NULL	220296	2ab-7ab²-a²b+8a	122171	1	NULL	NULL
