id	pregunta	tipo	id_tema	created_at	updated_at	id_imagen	id	opcion	id_pregunta	esrespuesta	created_at	updated_at
122171	D014.\nSimplificar las siguientes expresiones algebraicas:\n3ab-2ab²-4ab-a²b+3ab-5b²a+8a	4	86	NULL	NULL	NULL	220297	6ab-2ab²-4ba-a²b-5b²a+8a	122171	0	NULL	NULL
122171	D014.\nSimplificar las siguientes expresiones algebraicas:\n3ab-2ab²-4ab-a²b+3ab-5b²a+8a	4	86	NULL	NULL	NULL	220298	6ab-3ab²-4ba-a²b-5b²a	122171	0	NULL	NULL
122172	D014.\nPara multiplicar un término algebraico por otro término algebraico, el procedimiento consiste en multiplicar\nlos coeficientes y para la parte literal aplicar la ley de los ________. El signo del producto estará dado por la ley de\nlos signos	1	88	NULL	NULL	NULL	220299	exponentes	122172	1	NULL	NULL
122173	D014.\nMultiplicación de potencias de la misma base: Es igual a la base\nelevada al exponente que resulta de _______ los exponentes de los factores	1	88	NULL	NULL	NULL	220300	sumar	122173	1	NULL	NULL
122174	D014.\nResuelva lo de la siguiente imagen.\n	2	88	NULL	NULL	NULL	220301	8	122174	1	NULL	NULL
122175	D014.\nResuelva lo de la siguiente imagen.	2	88	NULL	NULL	NULL	220302	-14	122175	1	NULL	NULL
122176	D014.\nResuelva la siguientes multiplicaciones que se muestran en la imagen.	4	88	NULL	NULL	NULL	220307	45/16  x⁹	122176	1	NULL	NULL
122176	D014.\nResuelva la siguientes multiplicaciones que se muestran en la imagen.	4	88	NULL	NULL	NULL	220308	14/16  x¹⁸	122176	0	NULL	NULL
122176	D014.\nResuelva la siguientes multiplicaciones que se muestran en la imagen.	4	88	NULL	NULL	NULL	220309	45/4  x¹⁸	122176	0	NULL	NULL
122176	D014.\nResuelva la siguientes multiplicaciones que se muestran en la imagen.	4	88	NULL	NULL	NULL	220310	45/16  x¹⁸	122176	0	NULL	NULL
122177	D014.\nResuelva las siguientes multiplicaciones que se muestran en la imagen.	4	88	NULL	NULL	NULL	220315	-14y⁸	122177	1	NULL	NULL
122177	D014.\nResuelva las siguientes multiplicaciones que se muestran en la imagen.	4	88	NULL	NULL	NULL	220316	14y¹⁵	122177	0	NULL	NULL
122177	D014.\nResuelva las siguientes multiplicaciones que se muestran en la imagen.	4	88	NULL	NULL	NULL	220317	-9y⁸	122177	0	NULL	NULL
122177	D014.\nResuelva las siguientes multiplicaciones que se muestran en la imagen.	4	88	NULL	NULL	NULL	220318	9y⁸	122177	0	NULL	NULL
122178	D014.\nResuelva las siguientes multiplicaciones que se muestran en la imagen.	4	88	NULL	NULL	NULL	220319	-504w⁷  x⁷	122178	0	NULL	NULL
122178	D014.\nResuelva las siguientes multiplicaciones que se muestran en la imagen.	4	88	NULL	NULL	NULL	220320	-504w⁸  x⁷	122178	0	NULL	NULL
122178	D014.\nResuelva las siguientes multiplicaciones que se muestran en la imagen.	4	88	NULL	NULL	NULL	220321	-504w⁷ x⁸	122178	1	NULL	NULL
122178	D014.\nResuelva las siguientes multiplicaciones que se muestran en la imagen.	4	88	NULL	NULL	NULL	220322	504w⁸  x⁷	122178	0	NULL	NULL
122179	D014.\nResuelva lo siguiente.	4	94	NULL	NULL	NULL	220329	cuadratica	122179	1	NULL	NULL
122179	D014.\nResuelva lo siguiente.	4	94	NULL	NULL	NULL	220330	segundo grado	122179	1	NULL	NULL
122179	D014.\nResuelva lo siguiente.	4	94	NULL	NULL	NULL	220331	tercer grado	122179	0	NULL	NULL
122180	D014.\nEn la expresión x²-2x-15=0 encontrar los valores de x, que satisfacen la ecuación	4	94	NULL	NULL	NULL	220336	x1=-3	122180	1	NULL	NULL
122180	D014.\nEn la expresión x²-2x-15=0 encontrar los valores de x, que satisfacen la ecuación	4	94	NULL	NULL	NULL	220337	x2=5	122180	1	NULL	NULL
122180	D014.\nEn la expresión x²-2x-15=0 encontrar los valores de x, que satisfacen la ecuación	4	94	NULL	NULL	NULL	220338	x1=5	122180	0	NULL	NULL
122180	D014.\nEn la expresión x²-2x-15=0 encontrar los valores de x, que satisfacen la ecuación	4	94	NULL	NULL	NULL	220339	x2=-3	122180	0	NULL	NULL
122181	D014.\nLa fórmula cuadrática puede usarse\npara resolver cualquier ecuación de la\nforma ax² + bx + c = 0.	3	94	NULL	NULL	NULL	220340	verdadero	122181	1	NULL	NULL
122182	D014.\nPara la expresión 5x²+5x-30=0\nLos valores de x que la satisfacen son:	4	94	NULL	NULL	NULL	220341	x1=-3	122182	1	NULL	NULL
122182	D014.\nPara la expresión 5x²+5x-30=0\nLos valores de x que la satisfacen son:	4	94	NULL	NULL	NULL	220342	x2=2	122182	1	NULL	NULL
122182	D014.\nPara la expresión 5x²+5x-30=0\nLos valores de x que la satisfacen son:	4	94	NULL	NULL	NULL	220343	x1=3	122182	0	NULL	NULL
122182	D014.\nPara la expresión 5x²+5x-30=0\nLos valores de x que la satisfacen son:	4	94	NULL	NULL	NULL	220344	x2=2	122182	0	NULL	NULL
122182	D014.\nPara la expresión 5x²+5x-30=0\nLos valores de x que la satisfacen son:	4	94	NULL	NULL	NULL	220345	x1=-3	122182	0	NULL	NULL
122182	D014.\nPara la expresión 5x²+5x-30=0\nLos valores de x que la satisfacen son:	4	94	NULL	NULL	NULL	220346	x2=-2	122182	0	NULL	NULL
122182	D014.\nPara la expresión 5x²+5x-30=0\nLos valores de x que la satisfacen son:	4	94	NULL	NULL	NULL	220347	x1=-2	122182	0	NULL	NULL
122182	D014.\nPara la expresión 5x²+5x-30=0\nLos valores de x que la satisfacen son:	4	94	NULL	NULL	NULL	220348	x2=3	122182	0	NULL	NULL
122183	D014.\nEncontrar la solución de la expresión 2x²-7x+3=0	4	94	NULL	NULL	NULL	220349	x1=3	122183	1	NULL	NULL
122183	D014.\nEncontrar la solución de la expresión 2x²-7x+3=0	4	94	NULL	NULL	NULL	220350	x2=1/2	122183	1	NULL	NULL
122183	D014.\nEncontrar la solución de la expresión 2x²-7x+3=0	4	94	NULL	NULL	NULL	220351	x1=-3	122183	0	NULL	NULL
122183	D014.\nEncontrar la solución de la expresión 2x²-7x+3=0	4	94	NULL	NULL	NULL	220352	x2=-1/2	122183	0	NULL	NULL
122183	D014.\nEncontrar la solución de la expresión 2x²-7x+3=0	4	94	NULL	NULL	NULL	220353	x1=-3	122183	0	NULL	NULL
122183	D014.\nEncontrar la solución de la expresión 2x²-7x+3=0	4	94	NULL	NULL	NULL	220354	x2=1/2	122183	0	NULL	NULL
122183	D014.\nEncontrar la solución de la expresión 2x²-7x+3=0	4	94	NULL	NULL	NULL	220355	x1=-3	122183	0	NULL	NULL
122183	D014.\nEncontrar la solución de la expresión 2x²-7x+3=0	4	94	NULL	NULL	NULL	220356	x2=-1/2	122183	0	NULL	NULL
122184	D016.\nLa solución de 2x+1>0    es x>-1/2	3	192	NULL	NULL	NULL	220357	verdadero	122184	1	NULL	NULL
122185	D016.\nLa solución de 5x+2≤x+3   es   x∈(-∞,1/4]	3	192	NULL	NULL	NULL	220358	verdadero	122185	1	NULL	NULL
122186	D016.\nEl dibujo que se muestra en la imagen, ¿es la representación de la expresión y>x en el plano cartesiano?	3	192	NULL	NULL	NULL	220359	verdadero	122186	1	NULL	NULL
122187	D032.\nRealiza la suma de las siguientes cantidades en notación científica:\n4.53x10⁻⁴+6.38x10⁻³=	4	32	NULL	NULL	NULL	220360	6.833x10⁻³	122187	1	NULL	NULL
122187	D032.\nRealiza la suma de las siguientes cantidades en notación científica:\n4.53x10⁻⁴+6.38x10⁻³=	4	32	NULL	NULL	NULL	220361	68.33x10⁻⁴	122187	1	NULL	NULL
122187	D032.\nRealiza la suma de las siguientes cantidades en notación científica:\n4.53x10⁻⁴+6.38x10⁻³=	4	32	NULL	NULL	NULL	220362	6.833x10³	122187	0	NULL	NULL
122187	D032.\nRealiza la suma de las siguientes cantidades en notación científica:\n4.53x10⁻⁴+6.38x10⁻³=	4	32	NULL	NULL	NULL	220363	68.33x10⁴	122187	0	NULL	NULL
122188	D032.\nEl peso aproximado de la Tierra es de 5,975,000,000,000,000,000,000,000 kg. Su representación en notación científica equivale a: 	4	32	NULL	NULL	NULL	220364	5.975x10²⁴	122188	1	NULL	NULL
122188	D032.\nEl peso aproximado de la Tierra es de 5,975,000,000,000,000,000,000,000 kg. Su representación en notación científica equivale a: 	4	32	NULL	NULL	NULL	220365	5.975x10²¹	122188	0	NULL	NULL
122188	D032.\nEl peso aproximado de la Tierra es de 5,975,000,000,000,000,000,000,000 kg. Su representación en notación científica equivale a: 	4	32	NULL	NULL	NULL	220366	59.75x10²⁴	122188	0	NULL	NULL
122188	D032.\nEl peso aproximado de la Tierra es de 5,975,000,000,000,000,000,000,000 kg. Su representación en notación científica equivale a: 	4	32	NULL	NULL	NULL	220367	59.75x10²¹	122188	0	NULL	NULL
122189	D016.\nDado dos números a y b, se cumple una de las soluciones a>b, a<b, a=b. A esto se le llama ley de la tricotomía.	3	192	NULL	NULL	NULL	220380	verdadero	122189	1	NULL	NULL
122190	D020.\n¿Las categorías en las que se clasifican los numero en función de sus diferentes características son los conjuntos numéricos?	3	7	NULL	NULL	NULL	220381	verdadero	122190	1	NULL	NULL
122191	D018.\n¿El número que resulta de calcular el mínimo común múltiplo de los denominadores  de dos o mas fracciones es el mínimo común denominador?	3	27	NULL	NULL	NULL	220382	verdadero	122191	1	NULL	NULL
122192	D001.\nLa aritmética se basa en expresiones numéricas en las que pueden aparecer varias operaciones. 	3	36	NULL	NULL	NULL	220383	verdadero	122192	1	NULL	NULL
122193	D001.\nLas operaciones aritméticas compuestas son expresiones numéricas  en las que solo aparecen sumas y restas	3	36	NULL	NULL	NULL	220384	falso	122193	1	NULL	NULL
122194	D005.\nResuelve la siguiente operación.\n	1	96	NULL	NULL	NULL	220385	a	122194	1	NULL	NULL
122195	D005.\nUna manera de expresar el resultado de la operación presentada en la imagen. 	4	96	NULL	NULL	NULL	220386	a	122195	1	NULL	NULL
122195	D005.\nUna manera de expresar el resultado de la operación presentada en la imagen. 	4	96	NULL	NULL	NULL	220387	2a/10	122195	0	NULL	NULL
122195	D005.\nUna manera de expresar el resultado de la operación presentada en la imagen. 	4	96	NULL	NULL	NULL	220388	a+1	122195	0	NULL	NULL
122195	D005.\nUna manera de expresar el resultado de la operación presentada en la imagen. 	4	96	NULL	NULL	NULL	220389	a/100	122195	0	NULL	NULL
122196	D007.\nLa base de un rectángulo mide tres veces lo que su ancho. Si su perímetro es de 8 * {a} . ¿Cuánto mide la base?\n	5	78	NULL	NULL	NULL	220390	3 * {a} 	122196	1	NULL	NULL
122197	D011.\nIdentifica cuál de las opciones no corresponde a la representación de una función	4	193	NULL	NULL	NULL	220391	Forma verbal	122197	1	NULL	NULL
122197	D011.\nIdentifica cuál de las opciones no corresponde a la representación de una función	4	193	NULL	NULL	NULL	220392	Forma gráfica 	122197	0	NULL	NULL
122197	D011.\nIdentifica cuál de las opciones no corresponde a la representación de una función	4	193	NULL	NULL	NULL	220393	Forma subjetiva	122197	0	NULL	NULL
122197	D011.\nIdentifica cuál de las opciones no corresponde a la representación de una función	4	193	NULL	NULL	NULL	220394	Forma algebraica 	122197	0	NULL	NULL
122198	D011. \nFunción que corresponde a una parábola vertical con vértice en el origen  que abre hacia abajo, desplazada 3 unidades hacia arriba sobre el eje de las ordenadas. 	4	193	NULL	NULL	NULL	220395	f(x)=x²+3	122198	0	NULL	NULL
122198	D011. \nFunción que corresponde a una parábola vertical con vértice en el origen  que abre hacia abajo, desplazada 3 unidades hacia arriba sobre el eje de las ordenadas. 	4	193	NULL	NULL	NULL	220396	h(x)=-x²+3	122198	1	NULL	NULL
122198	D011. \nFunción que corresponde a una parábola vertical con vértice en el origen  que abre hacia abajo, desplazada 3 unidades hacia arriba sobre el eje de las ordenadas. 	4	193	NULL	NULL	NULL	220397	g(x)=-3x²+1	122198	0	NULL	NULL
122198	D011. \nFunción que corresponde a una parábola vertical con vértice en el origen  que abre hacia abajo, desplazada 3 unidades hacia arriba sobre el eje de las ordenadas. 	4	193	NULL	NULL	NULL	220398	f(x)-x²-3	122198	0	NULL	NULL
122199	D013. \nLa función f(x) = -2x+2 corresponde a una recta inclinada a la izquierda que corta al eje de las ordenadas en y = 2	3	44	NULL	NULL	NULL	220399	verdadero	122199	1	NULL	NULL
122200	D013.\nDetermina la ecuación que representa una recta con pendiente de -2 y ordenada al origen 5	4	44	NULL	NULL	NULL	220400	2x+y-5=0	122200	1	NULL	NULL
122200	D013.\nDetermina la ecuación que representa una recta con pendiente de -2 y ordenada al origen 5	4	44	NULL	NULL	NULL	220401	2x+5y-1=0	122200	0	NULL	NULL
122200	D013.\nDetermina la ecuación que representa una recta con pendiente de -2 y ordenada al origen 5	4	44	NULL	NULL	NULL	220402	2x+5y+1=0\t	122200	0	NULL	NULL
122200	D013.\nDetermina la ecuación que representa una recta con pendiente de -2 y ordenada al origen 5	4	44	NULL	NULL	NULL	220403	x+2y+5=0	122200	0	NULL	NULL
122201	D015. \nPara f(x)= log x. Obtener f(½)	4	41	NULL	NULL	NULL	220404	f(½)=-log 2	122201	1	NULL	NULL
122201	D015. \nPara f(x)= log x. Obtener f(½)	4	41	NULL	NULL	NULL	220405	f(½)=log 2	122201	0	NULL	NULL
122201	D015. \nPara f(x)= log x. Obtener f(½)	4	41	NULL	NULL	NULL	220406	f(½)= 2 log 2	122201	0	NULL	NULL
122202	D015.\nPara f(x) = x². Obtener f(x-n)-f(x)	4	41	NULL	NULL	NULL	220407	n(2x+n)	122202	1	NULL	NULL
122202	D015.\nPara f(x) = x². Obtener f(x-n)-f(x)	4	41	NULL	NULL	NULL	220408	2x+n²	122202	0	NULL	NULL
122202	D015.\nPara f(x) = x². Obtener f(x-n)-f(x)	4	41	NULL	NULL	NULL	220409	nx(x+n)	122202	0	NULL	NULL
122203	D023. \nEn una ciudad hay {m} barrios. Cada barrio tiene {m} rascacielos. En cada rascacielos hay {m} plantas. En cada planta hay {m} viviendas. ¿Cuántas viviendas hay en total? 	5	34	NULL	NULL	NULL	220410	pow ( {m} , 4 )	122203	1	NULL	NULL
122204	D025.\nDeterminar el valor de la siguiente operación \n7(3-1)-3[1-(2)(2)]-2(4+1)(2+1)\n	4	35	NULL	NULL	NULL	220411	7	122204	0	NULL	NULL
122204	D025.\nDeterminar el valor de la siguiente operación \n7(3-1)-3[1-(2)(2)]-2(4+1)(2+1)\n	4	35	NULL	NULL	NULL	220412	53	122204	0	NULL	NULL
122204	D025.\nDeterminar el valor de la siguiente operación \n7(3-1)-3[1-(2)(2)]-2(4+1)(2+1)\n	4	35	NULL	NULL	NULL	220413	-7	122204	1	NULL	NULL
122204	D025.\nDeterminar el valor de la siguiente operación \n7(3-1)-3[1-(2)(2)]-2(4+1)(2+1)\n	4	35	NULL	NULL	NULL	220414	-25	122204	0	NULL	NULL
122205	D025.\n¿Cuál es el resultado de la siguiente operación?\n{a} ² + ( {b} + {c} ) - 2 * {a} - 3 * ( {a} - {c} )	5	35	NULL	NULL	NULL	220415	pow ( {a} , 2 ) + ( {b} + {c} ) - 2 * {a} - 3 * ( {a} - {c} )	122205	1	NULL	NULL
122206	D035.\nLa suma de tres números diferentes 	4	83	NULL	NULL	NULL	220416	x + y + z	122206	1	NULL	NULL
122206	D035.\nLa suma de tres números diferentes 	4	83	NULL	NULL	NULL	220417	x + 2x + 3x	122206	0	NULL	NULL
122206	D035.\nLa suma de tres números diferentes 	4	83	NULL	NULL	NULL	220418	3(x + y + z)	122206	0	NULL	NULL
122206	D035.\nLa suma de tres números diferentes 	4	83	NULL	NULL	NULL	220419	x + x² + x³	122206	0	NULL	NULL
122207	D035.\nEl doble de un número disminuido en tres unidades	4	83	NULL	NULL	NULL	220420	2(x-3)	122207	0	NULL	NULL
122207	D035.\nEl doble de un número disminuido en tres unidades	4	83	NULL	NULL	NULL	220421	2x-3	122207	1	NULL	NULL
122207	D035.\nEl doble de un número disminuido en tres unidades	4	83	NULL	NULL	NULL	220422	x²-3	122207	0	NULL	NULL
122207	D035.\nEl doble de un número disminuido en tres unidades	4	83	NULL	NULL	NULL	220423	2x-6	122207	0	NULL	NULL
122208	D035.\nx²+4x es	4	83	NULL	NULL	NULL	220424	La suma de un número al cuadrado aumentado cuatro veces el mismo número y disminuido tres.	122208	0	NULL	NULL
122208	D035.\nx²+4x es	4	83	NULL	NULL	NULL	220425	La suma del cuadrado de un número y cuatro veces otro diferente	122208	0	NULL	NULL
122208	D035.\nx²+4x es	4	83	NULL	NULL	NULL	220426	Un numero al cuadrado más cuatro	122208	0	NULL	NULL
122208	D035.\nx²+4x es	4	83	NULL	NULL	NULL	220427	 La suma del cuadrado de un número y cuatro veces el mismo número.	122208	1	NULL	NULL
122209	D035\nx²-y² es 	4	83	NULL	NULL	NULL	220428	La diferencia de dos números al cuadrado	122209	0	NULL	NULL
122209	D035\nx²-y² es 	4	83	NULL	NULL	NULL	220429	La diferencia de los cuadrados de dos números diferentes	122209	1	NULL	NULL
122209	D035\nx²-y² es 	4	83	NULL	NULL	NULL	220430	El cuadrado de la diferencia de dos números diferentes	122209	0	NULL	NULL
122209	D035\nx²-y² es 	4	83	NULL	NULL	NULL	220431	 La diferencia de dos números al cuadrado	122209	0	NULL	NULL
122210	D035.\nEl cuadrado de la diferencia de dos números diferentes	4	83	NULL	NULL	NULL	220432	2(x-y)	122210	0	NULL	NULL
122210	D035.\nEl cuadrado de la diferencia de dos números diferentes	4	83	NULL	NULL	NULL	220433	2x-2y	122210	0	NULL	NULL
122210	D035.\nEl cuadrado de la diferencia de dos números diferentes	4	83	NULL	NULL	NULL	220434	(x-y)²	122210	1	NULL	NULL
122210	D035.\nEl cuadrado de la diferencia de dos números diferentes	4	83	NULL	NULL	NULL	220435	x²-y²	122210	0	NULL	NULL
122211	D035.\nCinco veces la diferencia de dos números al cuadrado se expresa como 5(x-y)²	3	83	NULL	NULL	NULL	220436	falso	122211	1	NULL	NULL
122212	D035.\nEl cubo de la diferencia del doble de un número y otro diferente se expresa como (2x-y)³	3	83	NULL	NULL	NULL	220437	verdadero	122212	1	NULL	NULL
122213	D035.\nEl doble de la diferencia de dos números diferentes se expresa como	4	83	NULL	NULL	NULL	220438	x²-y²	122213	0	NULL	NULL
122213	D035.\nEl doble de la diferencia de dos números diferentes se expresa como	4	83	NULL	NULL	NULL	220439	2(x-y)	122213	1	NULL	NULL
122213	D035.\nEl doble de la diferencia de dos números diferentes se expresa como	4	83	NULL	NULL	NULL	220440	(x-y)²	122213	0	NULL	NULL
122213	D035.\nEl doble de la diferencia de dos números diferentes se expresa como	4	83	NULL	NULL	NULL	220441	2x-2y	122213	0	NULL	NULL
122214	D035.\nEl triple del cuadrado de la suma de dos números se expresa como 	4	83	NULL	NULL	NULL	220442	3x²+3y²	122214	0	NULL	NULL
122214	D035.\nEl triple del cuadrado de la suma de dos números se expresa como 	4	83	NULL	NULL	NULL	220443	3(x+y)²	122214	1	NULL	NULL
122214	D035.\nEl triple del cuadrado de la suma de dos números se expresa como 	4	83	NULL	NULL	NULL	220444	3+(x+y)²	122214	0	NULL	NULL
122214	D035.\nEl triple del cuadrado de la suma de dos números se expresa como 	4	83	NULL	NULL	NULL	220445	3(x²+y²)	122214	0	NULL	NULL
122215	D035.\nLa operación representada en la imagen se puede expresar como 	4	83	NULL	NULL	NULL	220446	La raíz cúbica de un número aumentado en dos	122215	0	NULL	NULL
122215	D035.\nLa operación representada en la imagen se puede expresar como 	4	83	NULL	NULL	NULL	220447	 La raíz cúbica del doble de un número	122215	1	NULL	NULL
122215	D035.\nLa operación representada en la imagen se puede expresar como 	4	83	NULL	NULL	NULL	220448	La raíz del doble de un número	122215	0	NULL	NULL
122215	D035.\nLa operación representada en la imagen se puede expresar como 	4	83	NULL	NULL	NULL	220449	La raíz de dos equis	122215	0	NULL	NULL
122221	D037.\nElige el cociente  y el residuo.\n	4	164	NULL	NULL	NULL	220480	x²-10x-16	122221	0	NULL	NULL
122221	D037.\nElige el cociente  y el residuo.\n	4	164	NULL	NULL	NULL	220481	x²+6x-16	122221	1	NULL	NULL
122221	D037.\nElige el cociente  y el residuo.\n	4	164	NULL	NULL	NULL	220482	x²-4	122221	0	NULL	NULL
122221	D037.\nElige el cociente  y el residuo.\n	4	164	NULL	NULL	NULL	220483	R: -4	122221	0	NULL	NULL
122221	D037.\nElige el cociente  y el residuo.\n	4	164	NULL	NULL	NULL	220484	R: -10	122221	0	NULL	NULL
122221	D037.\nElige el cociente  y el residuo.\n	4	164	NULL	NULL	NULL	220485	x²+10x+16	122221	0	NULL	NULL
122221	D037.\nElige el cociente  y el residuo.\n	4	164	NULL	NULL	NULL	220486	R: -9	122221	1	NULL	NULL
122222	D039.\nLa fórmula para resolver una ecuación de segundo grado es la presentada en la imagen 	3	94	NULL	NULL	NULL	220487	falso	122222	1	NULL	NULL
122223	D039.\nLas soluciones para la ecuación 6x²-7x-3 son:	4	94	NULL	NULL	NULL	220488	x₁=⅓ , x₂=-³⁄₂\t	122223	0	NULL	NULL
122223	D039.\nLas soluciones para la ecuación 6x²-7x-3 son:	4	94	NULL	NULL	NULL	220489	x₁=-⅓ , x₂=-³⁄₂\t	122223	0	NULL	NULL
122223	D039.\nLas soluciones para la ecuación 6x²-7x-3 son:	4	94	NULL	NULL	NULL	220490	x₁=-⅓ , x₂= ³⁄₂\t 	122223	1	NULL	NULL
122223	D039.\nLas soluciones para la ecuación 6x²-7x-3 son:	4	94	NULL	NULL	NULL	220491	x₁=⅓ , x₂=³⁄₂\t	122223	0	NULL	NULL
129118	D041.\nResuelve la siguiente multiplicación	4	88	NULL	NULL	NULL	227724	35x⁴y⁵+42xy⁷\t	129118	0	NULL	NULL
129118	D041.\nResuelve la siguiente multiplicación	4	88	NULL	NULL	NULL	227725	35x⁵y⁵+42xy⁷\t	129118	1	NULL	NULL
129118	D041.\nResuelve la siguiente multiplicación	4	88	NULL	NULL	NULL	227726	12x⁵y⁵+13xy⁷	129118	0	NULL	NULL
129118	D041.\nResuelve la siguiente multiplicación	4	88	NULL	NULL	NULL	227727	12x⁴y⁵+13xy⁷\t	129118	0	NULL	NULL
129118	D041.\nResuelve la siguiente multiplicación	4	88	NULL	NULL	NULL	227728	35x⁵y⁶+42xy⁷\t	129118	0	NULL	NULL
129118	D041.\nResuelve la siguiente multiplicación	4	88	NULL	NULL	NULL	227729	12x⁵y⁶+13xy⁷\t	129118	0	NULL	NULL
129119	D041.\nResuelve la siguiente operación 	4	88	NULL	NULL	NULL	227730	x⁸+7x⁵+3x³+21x	129119	0	NULL	NULL
129119	D041.\nResuelve la siguiente operación 	4	88	NULL	NULL	NULL	227731	x¹⁵+7x⁵+3x³+21x	129119	0	NULL	NULL
129119	D041.\nResuelve la siguiente operación 	4	88	NULL	NULL	NULL	227732	x⁸+7x⁶+3x³+21x	129119	1	NULL	NULL
129119	D041.\nResuelve la siguiente operación 	4	88	NULL	NULL	NULL	227733	x¹⁵+7x⁶+3x³+21x	129119	0	NULL	NULL
129120	D041. Resuelve la siguiente operación.\n	4	163	NULL	NULL	NULL	227734	27x ¹⁰+48x⁹+21x⁸-18x⁷+18x⁵+36x⁴	129120	0	NULL	NULL
129120	D041. Resuelve la siguiente operación.\n	4	163	NULL	NULL	NULL	227735	27x ¹⁰-60x⁹-21x⁸+18x⁷+18x⁵+36x⁴	129120	0	NULL	NULL
129120	D041. Resuelve la siguiente operación.\n	4	163	NULL	NULL	NULL	227736	27x ¹⁰-60x⁹-21x⁸-18x⁷+18x⁵+36x⁴\t	129120	0	NULL	NULL
129120	D041. Resuelve la siguiente operación.\n	4	163	NULL	NULL	NULL	227737	27x ¹⁰-60x⁹+21x⁸-18x⁷+18x⁵+36x⁴\t	129120	0	NULL	NULL
129120	D041. Resuelve la siguiente operación.\n	4	163	NULL	NULL	NULL	227738	27x ¹⁰+48x⁹-21x⁸-18x⁷+18x⁵+36x⁴\t	129120	1	NULL	NULL
129120	D041. Resuelve la siguiente operación.\n	4	163	NULL	NULL	NULL	227739	27x ¹⁰+48x⁹-21x⁸+18x⁷+18x⁵+36x⁴\t	129120	0	NULL	NULL
129121	D041.\nResuelve la siguiente operación.\n	4	163	NULL	NULL	NULL	227740	18x ¹⁰+30x⁹-22x⁸+20x⁷+10x⁵+20x⁴	129121	0	NULL	NULL
129121	D041.\nResuelve la siguiente operación.\n	4	163	NULL	NULL	NULL	227741	18x ¹⁰+30x⁹-22x⁸-20x⁷+10x⁵+20x⁴	129121	1	NULL	NULL
129121	D041.\nResuelve la siguiente operación.\n	4	163	NULL	NULL	NULL	227742	18x ¹⁰-42x⁹+22x⁸-20x⁷+10x⁵+20x⁴\t	129121	0	NULL	NULL
129121	D041.\nResuelve la siguiente operación.\n	4	163	NULL	NULL	NULL	227743	18x ¹⁰-42x⁹-22x⁸+20x⁷+10x⁵+20x⁴\t	129121	0	NULL	NULL
